Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
Placio,"Hospitality, Real Estate",Seed,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,2018,24029.796948215782
Aviom India Housing Finance,Financial Services,Series A,"New Delhi, Delhi, India",Delhi based housing finance company.,2018,1802234.771116184
GenRobotic,Market Research,Seed,"Trivandrum, Kerala, India",A Robotic Company.,2018,0.0
HeyHolidays,"Tourism, Travel",Seed,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",2018,12014.898474107891
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,2018,51664.06343866394
SectorQube,Technology,Seed,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,2018,0.0
Food Memories,"Food and Beverage, Food Processing",Seed,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,0.0
ZAMROO,Internet Services,Seed,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,0.0
Silversparro Technologies Pvt. Ltd,Technology,Seed,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,2018,3604.469542232368
Creator’s Gurukul,Facilities Support Services,Angel,"Gurgaon, Haryana, India",A coworking space provider.,2018,0.0
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,4383.587648684368
Tricog Health Services Pvt Ltd,Health Care,Series A,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,2018,48059.59389643157
Scapic,Technology,Seed,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,2018,6007.4492370539465
6Degree,"Fashion, Lifestyle, Retail",Seed,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,4805.959389643157
Chrysalis (EZ Vidya),Education,Seed,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,0.0
Ekincare,Medical,Series A,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,18022.34771116184
Streo,Music Streaming,Seed,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",2018,0.0
Groww,Financial Services,Seed,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,2018,1441.7878168929471
Cell Propulsion,—,Seed,"Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,84104.28931875525
Chezuba,Internet Services,Angel,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,16820.85786375105
Ontrack Technologies Pvt. Ltd,Retail,Seed,"Bangalore, Karnataka, India",Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,0.0
Wealthtrust,Financial Services,Seed,"Mumbai, Maharashtra, India",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,6007.4492370539465
Faclon Labs,Technology,Seed,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,0.0
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed,"Bangalore, Karnataka, India",Operations and manpower outsourcing startup,2018,600744.9237053946
CollPoll,Education,Seed,"Bangalore, Karnataka, India",World-class Enterprise System for Education.,2018,0.0
Zyla Health,Health Care,Seed,"New Delhi, Delhi, India",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,0.0
Hubhopper,Internet Services,Series A,"Delhi, Delhi, India",Get your daily dose of interest as summaries from news and magazine stories .,2018,6007.4492370539465
Rubix108 Technologies,Technology,Seed,"Pune, Maharashtra, India",Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,12014.898474107891
Workflexi,Human Resources,Seed,"Bangalore, Karnataka, India","Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,120148.98474107894
Streak,Financial Services,Seed,"Bangalore, Karnataka, India",Algorithmic trading platform.,2018,270335.2156674276
Kuants,Financial Services,Seed,"Gurgaon, Haryana, India",Algorithmic trading platform.,2018,60074.49237053947
NiYO Solutions,Financial Services,Series A,"Bangalore, Karnataka, India",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,158596.6598582242
Hippo Video,Technology,Seed,"Chennai, Tamil Nadu, India",A video recording and sharing software.,2018,0.0
Satvacart,E-Commerce,Seed,"Gurgaon, Haryana, India",Satvacart is a Gurgaon’s largest online supermarket,2018,0.0
Daaki,Health Care,Angel,"Bangalore, Karnataka, India",Sports Nutrition startup,2018,0.0
Simulanis,Training,Seed,"New Delhi, Delhi, India",A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,6007.4492370539465
MY CHIRAAG CAB,Travel,Seed,"Jaipur, Rajasthan, India",MY CHIRAAG CAB SERVICES PVT LTD,2018,12014.898474107891
WOTU,Food and Beverage,Seed,"Bangalore, Karnataka, India",It operates a business-to-business e-commerce portal for food and beverages.,2018,0.0
Flathalt,—,Angel,"Gurgaon, Haryana, India",FInd your Customized Home here.,2018,600.7449237053946
True Elements,Health Care,Seed,"Pune, Maharashtra, India",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,600744.9237053946
Trendlyne Technologies,Financial Services,Seed,"Bangalore, Karnataka, India",Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,2402.9796948215785
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,"Chennai, Tamil Nadu, India",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,1684488.7660699266
HealthPlix,Health Care,Series A,"Bangalore, Karnataka, India",HealthPlix is a healthtech startup,2018,36044.69542232368
dishq,—,Seed,"Bengaluru, Karnataka, India",dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,4805.959389643157
Entropik Technology,Artificial intelligence,Seed,"Bengaluru, Karnataka, India",The boundaries between Human and Machines are shrinking fast.,2018,13216.388321518682
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,"Delhi, Delhi, India",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,6007.4492370539465
Trell,—,Seed,"Bangalore City, Karnataka, India",Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,15018.623092634867
Kidovators (by GyanLab),Technology,Seed,"Bangalore, Karnataka, India",Building future human capital through 21st Century Skills programs for K-12,2018,2162.6817253394206
Log 9 Materials,Nanotechnology,Seed,"Uttar Pradesh, India, Asia",Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,360446.9542232368
VTION,Internet Services,Seed,"Gurgaon, Haryana, India",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,230686.05070287155
HousingMan.com,—,Seed,"Bengaluru, Karnataka, India","New Apartments, Flats for Sale in Bangalore",2018,1237534.5428331129
Steradian Semiconductors,—,Seed,"Bangalore, Karnataka, India",It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,0.0
RupeeCircle,Financial Services,Seed,"Mumbai, Maharashtra, India",RupeeCircle is a new age finance company.,2018,480595.93896431575
Wooden Street,E-Commerce,Series A,"Jaipur, Rajasthan, India",Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,12014.898474107891
The Ken,Digital Media,Series A,"Bengaluru, Karnataka, India",The Ken is India’s first subscriptions-only business news site,2018,18022.34771116184
SaffronStays,—,Seed,"Mumbai, Maharashtra, India",SaffronStays connects travellers to India's Incredible hosts.,2018,24029.796948215782
Vebbler,"File Sharing, Personalization, Social Media",Seed,"Bengaluru, Karnataka, India",A personal network for close people,2018,0.0
Foyr,Home,Series A,"Pune, Maharashtra, India","Foyr.com is India's first online, automated interior designer",2018,50462.57359125315
MEngage,Health Care,Seed,"Jaipur, Rajasthan, India",MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,2102.6072329688814
Inner Being Wellness,—,Angel,"Hyderabad, Andhra Pradesh, India","Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,420521.4465937763
Kobster,E-Commerce,Seed,"Chennai, Tamil Nadu, India",Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,0.0
Wishberry,Financial Services,Series A,"Mumbai, Maharashtra, India",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,1201489.8474107892
McXtra,Financial Services,Seed,"Andheri, Maharashtra, India",McXtra is a digital insurance broking startup.,2018,15619.36801634026
Magic Crate,Education,Seed,"Bangalore, Karnataka, India","Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,0.0
SmartVizX,Technology,Seed,"Noida, Uttar Pradesh, India",It is a Virtual Reality Solutions StartUp,2018,17421.602787456446
MySEODoc,—,Seed,"Delhi, Delhi, India","SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,0.0
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,"Pune, Maharashtra, India",Digital Marketing Agency,2018,2402.9796948215785
Scale Labs,—,Seed,"Delhi, Delhi, India",Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,12014.898474107891
HungerBox,"B2B, Food and Beverage, Food Delivery",Series A,"Bengaluru, Karnataka, India",HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,54067.04313348552
Biryani By Kilo,"Catering, Food and Beverage, Food Delivery, Food Processing",Seed,"Noida, Uttar Pradesh, India",BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,12014.898474107891
Wholesome Habits (EAT Anytime),"Food and Beverage, Snack Food",Seed,"Mumbai, Maharashtra, India",Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,6007.4492370539465
GoBumpr,E-Commerce,Seed,"Mylapore, Tamil Nadu, India",Car Service and Bike Service Mobile App,2018,7208.939084464736
Fixpocket,Marketing Services,Seed,"Ahmedabad, Gujarat, India",Fixpocket is a internet-based startup.,2018,3003.724618526973
edureka!,Education,Series A,"Bangalore, Karnataka, India","Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,24029.796948215782
Hashtag Loyalty Private Limited,Marketing Services,Seed,"Mumbai, Maharashtra, India",Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,0.0
Wow Express,Technology,Series A,"Mumbai, Maharashtra, India","WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,54067.04313348552
ZunRoof,"Environmental Consulting, Renewable Energy",Angel,"Gurgaon, Haryana, India",ZunRoof is a rooftop focused solar startup.,2018,199447.31467019103
Eggoz,"Food and Beverage, Food Processing",Angel,"Indore, Madhya Pradesh, India",Eggoz is a full-stack layer poultry business operator & service provider .,2018,144178.78168929473
Sqrrl Fintech,Financial Services,Seed,"Gurgaon, Haryana, India",Personal Finance,2018,12014.898474107891
GalaxyCard,Financial Services,Seed,"Noida, Uttar Pradesh, India",GalaxyCard is a mobile based Instant credit card.,2018,0.0
IndiQube,"Commercial Real Estate, Coworking, Office Administration, Real Estate",Series A,"Bengaluru, Karnataka, India",IndiQube is a provider of co-working spaces based in Bengaluru.,2018,180223.4771116184
EGK Foods,"Food and Beverage, Food Processing, Organic Food, Snack Food",Seed,"Mumbai, Maharashtra, India",A food processing enterprise registered with StartUp India .,2018,240297.96948215787
